"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"OTU560"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Trichosporonales"	"Tetragoniomycetaceae"	"Tetragoniomyces"	"Tetragoniomyces_uliginosus"
"OTU561"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Trimorphomycetaceae"	"Saitozyma"	"Saitozyma_podzolica"
"OTU562"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Auriculariales"	"Auriculariaceae"	"Auricularia"	NA
"OTU563"	NA	NA	NA	NA	NA	NA	NA
"OTU564"	NA	NA	NA	NA	NA	NA	NA
"OTU565"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Phaeosphaeria"	NA
"OTU566"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	"Sporidiobolales"	"Sporidiobolaceae"	"Sporobolomyces"	"Sporobolomyces_roseus"
"OTU567"	NA	NA	NA	NA	NA	NA	NA
"OTU568"	NA	NA	NA	NA	NA	NA	NA
"OTU569"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricomycetes_ord_Incertae_sedis"	"Agaricomycetes_fam_Incertae_sedis"	"Akenomyces"	"Akenomyces_costatus"
"OTU570"	NA	NA	NA	NA	NA	NA	NA
"OTU571"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU572"	NA	NA	NA	NA	NA	NA	NA
"OTU573"	NA	NA	NA	NA	NA	NA	NA
"OTU574"	NA	NA	NA	NA	NA	NA	NA
"OTU575"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Herpotrichiellaceae"	NA	NA
"OTU576"	NA	NA	NA	NA	NA	NA	NA
"OTU577"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Psathyrella"	"Psathyrella_kellermanii"
"OTU578"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Tremellaceae"	"Cryptococcus"	"Cryptococcus_aspenensis"
"OTU579"	NA	NA	NA	NA	NA	NA	NA
