"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"ASV572"	NA	NA	NA	NA	NA	NA	NA
"ASV573"	NA	NA	NA	NA	NA	NA	NA
"ASV574"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_caledonium"
"ASV575"	NA	NA	NA	NA	NA	NA	NA
"ASV576"	NA	NA	NA	NA	NA	NA	NA
"ASV577"	NA	NA	NA	NA	NA	NA	NA
"ASV578"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Phaeosphaeria"	NA
"ASV579"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"ASV580"	NA	NA	NA	NA	NA	NA	NA
"ASV581"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV582"	NA	NA	NA	NA	NA	NA	NA
"ASV583"	NA	NA	NA	NA	NA	NA	NA
"ASV584"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymellaceae"	"Neoascochyta"	"Neoascochyta_desmazieri"
"ASV585"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Lentitheciaceae"	"Darksidea"	"Darksidea_epsilon"
"ASV586"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV587"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Diversisporales"	"Diversisporaceae"	"Diversispora"	NA
"ASV588"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Diversisporales"	"Diversisporaceae"	"Diversispora"	NA
"ASV589"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	NA	NA	NA	NA
"ASV590"	NA	NA	NA	NA	NA	NA	NA
"ASV591"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"ASV592"	NA	NA	NA	NA	NA	NA	NA
"ASV593"	NA	NA	NA	NA	NA	NA	NA
"ASV594"	NA	NA	NA	NA	NA	NA	NA
"ASV595"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA
"ASV596"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV597"	NA	NA	NA	NA	NA	NA	NA
"ASV598"	NA	NA	NA	NA	NA	NA	NA
"ASV599"	NA	NA	NA	NA	NA	NA	NA
"ASV600"	NA	NA	NA	NA	NA	NA	NA
"ASV601"	NA	NA	NA	NA	NA	NA	NA
"ASV602"	"Fungi"	"Olpidiomycota"	"Olpidiomycetes"	"Olpidiales"	"Olpidiaceae"	"Olpidium"	"Olpidium_brassicae"
"ASV603"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV604"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	NA
"ASV605"	NA	NA	NA	NA	NA	NA	NA
"ASV606"	NA	NA	NA	NA	NA	NA	NA
"ASV607"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	NA
"ASV608"	NA	NA	NA	NA	NA	NA	NA
"ASV609"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Vishniacozyma"	"Vishniacozyma_victoriae"
"ASV610"	NA	NA	NA	NA	NA	NA	NA
"ASV611"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_caledonium"
"ASV612"	NA	NA	NA	NA	NA	NA	NA
"ASV613"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Diversisporales"	"Acaulosporaceae"	"Acaulospora"	"Acaulospora_paulinae"
"ASV614"	NA	NA	NA	NA	NA	NA	NA
"ASV615"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_caledonium"
"ASV616"	NA	NA	NA	NA	NA	NA	NA
"ASV617"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	NA
"ASV618"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Dominikia"	NA
"ASV619"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Neosetophoma"	"Neosetophoma_rosarum"
"ASV620"	NA	NA	NA	NA	NA	NA	NA
"ASV621"	NA	NA	NA	NA	NA	NA	NA
"ASV622"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_caledonium"
"ASV623"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Herpotrichiellaceae"	"Phialophora"	"Phialophora_mustea"
"ASV624"	NA	NA	NA	NA	NA	NA	NA
"ASV625"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"ASV626"	NA	NA	NA	NA	NA	NA	NA
"ASV627"	NA	NA	NA	NA	NA	NA	NA
"ASV628"	NA	NA	NA	NA	NA	NA	NA
"ASV629"	NA	NA	NA	NA	NA	NA	NA
"ASV630"	NA	NA	NA	NA	NA	NA	NA
"ASV631"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_intraradices"
"ASV632"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV633"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_sympodialis"
"ASV634"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	"Rhizoctonia"	NA
"ASV635"	NA	NA	NA	NA	NA	NA	NA
"ASV636"	NA	NA	NA	NA	NA	NA	NA
"ASV637"	"Fungi"	NA	NA	NA	NA	NA	NA
"ASV638"	NA	NA	NA	NA	NA	NA	NA
"ASV639"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	NA
"ASV640"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_intraradices"
"ASV641"	NA	NA	NA	NA	NA	NA	NA
"ASV642"	NA	NA	NA	NA	NA	NA	NA
"ASV643"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"ASV644"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV645"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Xylariales"	"Xylariales_fam_Incertae_sedis"	"Fusidium"	NA
"ASV646"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA
"ASV647"	NA	NA	NA	NA	NA	NA	NA
"ASV648"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA
"ASV649"	NA	NA	NA	NA	NA	NA	NA
"ASV650"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"ASV651"	NA	NA	NA	NA	NA	NA	NA
"ASV652"	NA	NA	NA	NA	NA	NA	NA
"ASV653"	"Fungi"	"Glomeromycota"	"Paraglomeromycetes"	"Paraglomerales"	"Paraglomeraceae"	"Paraglomus"	"Paraglomus_laccatum"
"ASV654"	NA	NA	NA	NA	NA	NA	NA
"ASV655"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_mosseae"
"ASV656"	NA	NA	NA	NA	NA	NA	NA
"ASV657"	NA	NA	NA	NA	NA	NA	NA
"ASV658"	"Fungi"	"Ascomycota"	"Orbiliomycetes"	"Orbiliales"	"Orbiliales_fam_Incertae_sedis"	"Microdochiella"	"Microdochiella_fusarioides"
"ASV659"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV660"	NA	NA	NA	NA	NA	NA	NA
"ASV661"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	"Glomus_indicum"
"ASV662"	NA	NA	NA	NA	NA	NA	NA
"ASV663"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_fasciculatus"
"ASV664"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_mosseae"
"ASV665"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV666"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Neosetophoma"	"Neosetophoma_rosarum"
"ASV667"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV668"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	NA
"ASV669"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	"Claroideoglomus_claroideum"
"ASV670"	NA	NA	NA	NA	NA	NA	NA
"ASV671"	NA	NA	NA	NA	NA	NA	NA
"ASV672"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinopsis"	NA
"ASV673"	NA	NA	NA	NA	NA	NA	NA
"ASV674"	NA	NA	NA	NA	NA	NA	NA
"ASV675"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV676"	NA	NA	NA	NA	NA	NA	NA
"ASV677"	NA	NA	NA	NA	NA	NA	NA
"ASV678"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_caledonium"
"ASV679"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	"Claroideoglomus_claroideum"
"ASV680"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinopsis"	"Coprinopsis_urticicola"
"ASV681"	NA	NA	NA	NA	NA	NA	NA
"ASV682"	NA	NA	NA	NA	NA	NA	NA
"ASV683"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA
"ASV684"	NA	NA	NA	NA	NA	NA	NA
"ASV685"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_caledonium"
"ASV686"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Magnaporthales"	"Magnaporthaceae"	"Gaeumannomyces"	"Gaeumannomyces_radicicola"
"ASV687"	NA	NA	NA	NA	NA	NA	NA
"ASV688"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"ASV689"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV690"	NA	NA	NA	NA	NA	NA	NA
"ASV691"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	NA	NA
"ASV692"	NA	NA	NA	NA	NA	NA	NA
"ASV693"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	NA	NA	NA
"ASV694"	NA	NA	NA	NA	NA	NA	NA
"ASV695"	NA	NA	NA	NA	NA	NA	NA
"ASV696"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_geosporum"
"ASV697"	NA	NA	NA	NA	NA	NA	NA
"ASV698"	NA	NA	NA	NA	NA	NA	NA
"ASV699"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA
"ASV700"	NA	NA	NA	NA	NA	NA	NA
"ASV701"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA
"ASV702"	NA	NA	NA	NA	NA	NA	NA
"ASV703"	NA	NA	NA	NA	NA	NA	NA
"ASV704"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_caledonium"
"ASV705"	NA	NA	NA	NA	NA	NA	NA
"ASV706"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV707"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA
"ASV708"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_globosa"
"ASV709"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_rishikesha"
"ASV710"	"Fungi"	"Ascomycota"	"Sordariomycetes"	NA	NA	NA	NA
"ASV711"	NA	NA	NA	NA	NA	NA	NA
"ASV712"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"ASV713"	NA	NA	NA	NA	NA	NA	NA
"ASV714"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV715"	NA	NA	NA	NA	NA	NA	NA
"ASV716"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Cystofilobasidiales"	"Mrakiaceae"	"Mrakia"	"Mrakia_frigida"
"ASV717"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	"Glomus_indicum"
"ASV718"	NA	NA	NA	NA	NA	NA	NA
"ASV719"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizoglomus"	NA
"ASV720"	NA	NA	NA	NA	NA	NA	NA
"ASV721"	NA	NA	NA	NA	NA	NA	NA
"ASV722"	NA	NA	NA	NA	NA	NA	NA
"ASV723"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Capnodiales"	"Mycosphaerellaceae"	"Mycosphaerella"	"Mycosphaerella_tassiana"
"ASV724"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	NA	NA
"ASV725"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV726"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_geosporum"
"ASV727"	NA	NA	NA	NA	NA	NA	NA
"ASV728"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"ASV729"	NA	NA	NA	NA	NA	NA	NA
"ASV730"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	NA
"ASV731"	NA	NA	NA	NA	NA	NA	NA
"ASV732"	NA	NA	NA	NA	NA	NA	NA
"ASV733"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Septoglomus"	NA
"ASV734"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA
"ASV735"	NA	NA	NA	NA	NA	NA	NA
"ASV736"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	NA	NA
"ASV737"	NA	NA	NA	NA	NA	NA	NA
"ASV738"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Herpotrichiellaceae"	"Phialophora"	"Phialophora_mustea"
"ASV739"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	NA
"ASV740"	"Fungi"	"Chytridiomycota"	NA	NA	NA	NA	NA
"ASV741"	NA	NA	NA	NA	NA	NA	NA
"ASV742"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymellaceae"	"Neoascochyta"	"Neoascochyta_rosicola"
"ASV743"	NA	NA	NA	NA	NA	NA	NA
"ASV744"	NA	NA	NA	NA	NA	NA	NA
"ASV745"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV746"	NA	NA	NA	NA	NA	NA	NA
"ASV747"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV748"	NA	NA	NA	NA	NA	NA	NA
"ASV749"	NA	NA	NA	NA	NA	NA	NA
"ASV750"	NA	NA	NA	NA	NA	NA	NA
"ASV751"	NA	NA	NA	NA	NA	NA	NA
"ASV752"	NA	NA	NA	NA	NA	NA	NA
"ASV753"	"Fungi"	"Glomeromycota"	"Paraglomeromycetes"	"Paraglomerales"	"Paraglomeraceae"	"Paraglomus"	"Paraglomus_laccatum"
"ASV754"	"Fungi"	"Glomeromycota"	"Paraglomeromycetes"	"Paraglomerales"	NA	NA	NA
"ASV755"	NA	NA	NA	NA	NA	NA	NA
"ASV756"	NA	NA	NA	NA	NA	NA	NA
"ASV757"	NA	NA	NA	NA	NA	NA	NA
"ASV758"	NA	NA	NA	NA	NA	NA	NA
"ASV759"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV760"	NA	NA	NA	NA	NA	NA	NA
"ASV761"	NA	NA	NA	NA	NA	NA	NA
"ASV762"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Septoglomus"	NA
"ASV763"	"Fungi"	"Aphelidiomycota"	"Aphelidiomycetes"	"GS16"	NA	NA	NA
"ASV764"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Vishniacozyma"	"Vishniacozyma_victoriae"
"ASV765"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Magnaporthales"	"Magnaporthaceae"	"Gaeumannomyces"	"Gaeumannomyces_radicicola"
"ASV766"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Dominikia"	NA
"ASV767"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"ASV768"	NA	NA	NA	NA	NA	NA	NA
"ASV769"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Vishniacozyma"	NA
"ASV770"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Torulaceae"	"Dendryphion"	"Dendryphion_europaeum"
"ASV771"	NA	NA	NA	NA	NA	NA	NA
"ASV772"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Diversisporales"	"Diversisporaceae"	"Diversispora"	NA
"ASV773"	NA	NA	NA	NA	NA	NA	NA
"ASV774"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_globosa"
"ASV775"	"Fungi"	"Glomeromycota"	"Paraglomeromycetes"	"Paraglomerales"	NA	NA	NA
"ASV776"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV777"	NA	NA	NA	NA	NA	NA	NA
"ASV778"	NA	NA	NA	NA	NA	NA	NA
"ASV779"	NA	NA	NA	NA	NA	NA	NA
"ASV780"	NA	NA	NA	NA	NA	NA	NA
"ASV781"	"Fungi"	"Glomeromycota"	NA	NA	NA	NA	NA
"ASV782"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	"Lasiobolidium"	"Lasiobolidium_orbiculoides"
"ASV783"	NA	NA	NA	NA	NA	NA	NA
"ASV784"	NA	NA	NA	NA	NA	NA	NA
"ASV785"	NA	NA	NA	NA	NA	NA	NA
"ASV786"	NA	NA	NA	NA	NA	NA	NA
"ASV787"	NA	NA	NA	NA	NA	NA	NA
"ASV788"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Dominikia"	"Dominikia_iranica"
"ASV789"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Dominikia"	NA
"ASV790"	NA	NA	NA	NA	NA	NA	NA
"ASV791"	NA	NA	NA	NA	NA	NA	NA
"ASV792"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Xylariales"	"Apiosporaceae"	"Arthrinium"	"Arthrinium_malaysianum"
"ASV793"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV794"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"Alternaria_eichhorniae"
"ASV795"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	NA	NA	NA
"ASV796"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_minutissima"
"ASV797"	NA	NA	NA	NA	NA	NA	NA
"ASV798"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"ASV799"	NA	NA	NA	NA	NA	NA	NA
"ASV800"	NA	NA	NA	NA	NA	NA	NA
"ASV801"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Saccharomycetales_fam_Incertae_sedis"	"Candida"	NA
"ASV802"	NA	NA	NA	NA	NA	NA	NA
"ASV803"	"Fungi"	"Basidiomycota"	"Ustilaginomycetes"	"Ustilaginales"	"Ustilaginaceae"	"Anthracocystis"	"Anthracocystis_flocculosa"
"ASV804"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	NA	NA	NA	NA
"ASV805"	NA	NA	NA	NA	NA	NA	NA
"ASV806"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV807"	"Fungi"	"Basidiomycota"	"Ustilaginomycetes"	"Ustilaginales"	"Ustilaginaceae"	"Anthracocystis"	"Anthracocystis_flocculosa"
"ASV808"	NA	NA	NA	NA	NA	NA	NA
"ASV809"	NA	NA	NA	NA	NA	NA	NA
"ASV810"	NA	NA	NA	NA	NA	NA	NA
"ASV811"	NA	NA	NA	NA	NA	NA	NA
"ASV812"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	"Glomus_indicum"
"ASV813"	NA	NA	NA	NA	NA	NA	NA
"ASV814"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Dominikia"	"Dominikia_iranica"
"ASV815"	NA	NA	NA	NA	NA	NA	NA
"ASV816"	NA	NA	NA	NA	NA	NA	NA
"ASV817"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"ASV818"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA
"ASV819"	NA	NA	NA	NA	NA	NA	NA
"ASV820"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	"Glomus_indicum"
"ASV821"	NA	NA	NA	NA	NA	NA	NA
"ASV822"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Vishniacozyma"	"Vishniacozyma_heimaeyensis"
"ASV823"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Marasmiaceae"	"Marasmius"	"Marasmius_apatelius"
"ASV824"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"ASV825"	NA	NA	NA	NA	NA	NA	NA
"ASV826"	NA	NA	NA	NA	NA	NA	NA
"ASV827"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"ASV828"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	"Glomus_indicum"
"ASV829"	NA	NA	NA	NA	NA	NA	NA
"ASV830"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	NA
"ASV831"	NA	NA	NA	NA	NA	NA	NA
"ASV832"	NA	NA	NA	NA	NA	NA	NA
"ASV833"	NA	NA	NA	NA	NA	NA	NA
"ASV834"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"ASV835"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	"Glomus_indicum"
"ASV836"	NA	NA	NA	NA	NA	NA	NA
"ASV837"	"Fungi"	"Glomeromycota"	NA	NA	NA	NA	NA
"ASV838"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Holtermanniales"	"Holtermanniales_fam_Incertae_sedis"	"Holtermanniella"	"Holtermanniella_takashimae"
"ASV839"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Cystofilobasidiales"	"Cystofilobasidiales_fam_Incertae_sedis"	"Mrakiella"	"Mrakiella_aquatica"
"ASV840"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Neosetophoma"	"Neosetophoma_rosarum"
"ASV841"	NA	NA	NA	NA	NA	NA	NA
"ASV842"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Diversisporales"	"Diversisporaceae"	NA	NA
"ASV843"	NA	NA	NA	NA	NA	NA	NA
"ASV844"	NA	NA	NA	NA	NA	NA	NA
"ASV845"	NA	NA	NA	NA	NA	NA	NA
"ASV846"	NA	NA	NA	NA	NA	NA	NA
"ASV847"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_caledonium"
"ASV848"	NA	NA	NA	NA	NA	NA	NA
"ASV849"	NA	NA	NA	NA	NA	NA	NA
"ASV850"	NA	NA	NA	NA	NA	NA	NA
"ASV851"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV852"	NA	NA	NA	NA	NA	NA	NA
"ASV853"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Cucurbitariaceae"	"Pyrenochaeta"	NA
"ASV854"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Parastagonospora"	NA
"ASV855"	NA	NA	NA	NA	NA	NA	NA
"ASV856"	NA	NA	NA	NA	NA	NA	NA
