"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"OTU288"	NA	NA	NA	NA	NA	NA	NA
"OTU289"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_caledonium"
"OTU290"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"OTU291"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU292"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU293"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU294"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Tremellaceae"	"Bulleromyces"	"Bulleromyces_albus"
"OTU295"	NA	NA	NA	NA	NA	NA	NA
"OTU296"	NA	NA	NA	NA	NA	NA	NA
"OTU297"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinopsis"	"Coprinopsis_urticicola"
"OTU298"	NA	NA	NA	NA	NA	NA	NA
"OTU299"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	NA	NA
"OTU300"	NA	NA	NA	NA	NA	NA	NA
"OTU301"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Septoglomus"	"Septoglomus_viscosum"
"OTU302"	"Fungi"	"Glomeromycota"	"Paraglomeromycetes"	"Paraglomerales"	"Paraglomeraceae"	"Paraglomus"	"Paraglomus_laccatum"
"OTU303"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	NA	NA
"OTU304"	NA	NA	NA	NA	NA	NA	NA
"OTU305"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU306"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	NA
"OTU307"	NA	NA	NA	NA	NA	NA	NA
"OTU308"	"Fungi"	"Glomeromycota"	NA	NA	NA	NA	NA
"OTU309"	NA	NA	NA	NA	NA	NA	NA
"OTU310"	NA	NA	NA	NA	NA	NA	NA
"OTU311"	NA	NA	NA	NA	NA	NA	NA
"OTU312"	"Fungi"	"Glomeromycota"	NA	NA	NA	NA	NA
"OTU313"	NA	NA	NA	NA	NA	NA	NA
"OTU314"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"OTU315"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU316"	NA	NA	NA	NA	NA	NA	NA
"OTU317"	NA	NA	NA	NA	NA	NA	NA
"OTU318"	NA	NA	NA	NA	NA	NA	NA
"OTU319"	NA	NA	NA	NA	NA	NA	NA
"OTU320"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Vishniacozyma"	"Vishniacozyma_victoriae"
"OTU321"	NA	NA	NA	NA	NA	NA	NA
"OTU322"	NA	NA	NA	NA	NA	NA	NA
"OTU323"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_geosporum"
"OTU324"	NA	NA	NA	NA	NA	NA	NA
"OTU325"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"OTU326"	NA	NA	NA	NA	NA	NA	NA
"OTU327"	NA	NA	NA	NA	NA	NA	NA
"OTU328"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	NA
"OTU329"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU330"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_caledonium"
"OTU331"	NA	NA	NA	NA	NA	NA	NA
"OTU332"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Vishniacozyma"	"Vishniacozyma_victoriae"
"OTU333"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Neosetophoma"	"Neosetophoma_rosigena"
"OTU334"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Diversisporales"	"Diversisporaceae"	"Diversispora"	NA
"OTU335"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	NA	NA
"OTU336"	NA	NA	NA	NA	NA	NA	NA
"OTU337"	NA	NA	NA	NA	NA	NA	NA
"OTU338"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU339"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	"Claroideoglomus_claroideum"
"OTU340"	NA	NA	NA	NA	NA	NA	NA
"OTU341"	NA	NA	NA	NA	NA	NA	NA
"OTU342"	NA	NA	NA	NA	NA	NA	NA
"OTU343"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU344"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Magnaporthales"	"Magnaporthaceae"	"Gaeumannomyces"	"Gaeumannomyces_radicicola"
"OTU345"	NA	NA	NA	NA	NA	NA	NA
"OTU346"	"Fungi"	"Glomeromycota"	NA	NA	NA	NA	NA
"OTU347"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"OTU348"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_mosseae"
"OTU349"	NA	NA	NA	NA	NA	NA	NA
"OTU350"	NA	NA	NA	NA	NA	NA	NA
"OTU351"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU352"	"Fungi"	"Ascomycota"	"Orbiliomycetes"	NA	NA	NA	NA
"OTU353"	NA	NA	NA	NA	NA	NA	NA
"OTU354"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Cucurbitariaceae"	"Pyrenochaetopsis"	"Pyrenochaetopsis_leptospora"
"OTU355"	NA	NA	NA	NA	NA	NA	NA
"OTU356"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_restricta"
"OTU357"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"OTU358"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Paraphoma"	"Paraphoma_rhaphiolepidis"
"OTU359"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Dominikia"	NA
"OTU360"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"OTU361"	NA	NA	NA	NA	NA	NA	NA
"OTU362"	NA	NA	NA	NA	NA	NA	NA
"OTU363"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"OTU364"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA
"OTU365"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Neosetophoma"	"Neosetophoma_rosarum"
"OTU366"	NA	NA	NA	NA	NA	NA	NA
"OTU367"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU368"	"Fungi"	"Glomeromycota"	"Paraglomeromycetes"	"Paraglomerales"	"Paraglomeraceae"	"Paraglomus"	"Paraglomus_laccatum"
"OTU369"	NA	NA	NA	NA	NA	NA	NA
"OTU370"	NA	NA	NA	NA	NA	NA	NA
"OTU371"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_globosa"
"OTU372"	NA	NA	NA	NA	NA	NA	NA
"OTU373"	NA	NA	NA	NA	NA	NA	NA
"OTU374"	"Fungi"	"Ascomycota"	"Sordariomycetes"	NA	NA	NA	NA
"OTU375"	NA	NA	NA	NA	NA	NA	NA
"OTU376"	NA	NA	NA	NA	NA	NA	NA
"OTU377"	NA	NA	NA	NA	NA	NA	NA
"OTU378"	NA	NA	NA	NA	NA	NA	NA
"OTU379"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Phaeosphaeria"	NA
"OTU380"	NA	NA	NA	NA	NA	NA	NA
"OTU381"	NA	NA	NA	NA	NA	NA	NA
"OTU382"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymellaceae"	"Neoascochyta"	"Neoascochyta_desmazieri"
"OTU383"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Lentitheciaceae"	"Darksidea"	"Darksidea_epsilon"
"OTU384"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Diversisporales"	"Diversisporaceae"	"Diversispora"	NA
"OTU385"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	NA	NA	NA	NA
"OTU386"	NA	NA	NA	NA	NA	NA	NA
"OTU387"	NA	NA	NA	NA	NA	NA	NA
"OTU388"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA
"OTU389"	NA	NA	NA	NA	NA	NA	NA
"OTU390"	NA	NA	NA	NA	NA	NA	NA
"OTU391"	"Fungi"	"Olpidiomycota"	"Olpidiomycetes"	"Olpidiales"	"Olpidiaceae"	"Olpidium"	"Olpidium_brassicae"
"OTU392"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU393"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	NA
"OTU394"	NA	NA	NA	NA	NA	NA	NA
"OTU395"	NA	NA	NA	NA	NA	NA	NA
"OTU396"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	NA
"OTU397"	NA	NA	NA	NA	NA	NA	NA
"OTU398"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	"Glomus_indicum"
"OTU399"	NA	NA	NA	NA	NA	NA	NA
"OTU400"	NA	NA	NA	NA	NA	NA	NA
"OTU401"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Diversisporales"	"Acaulosporaceae"	"Acaulospora"	"Acaulospora_paulinae"
"OTU402"	NA	NA	NA	NA	NA	NA	NA
"OTU403"	NA	NA	NA	NA	NA	NA	NA
"OTU404"	NA	NA	NA	NA	NA	NA	NA
"OTU405"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"OTU406"	NA	NA	NA	NA	NA	NA	NA
"OTU407"	NA	NA	NA	NA	NA	NA	NA
"OTU408"	NA	NA	NA	NA	NA	NA	NA
"OTU409"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_intraradices"
"OTU410"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_sympodialis"
"OTU411"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinopsis"	NA
"OTU412"	NA	NA	NA	NA	NA	NA	NA
"OTU413"	"Fungi"	NA	NA	NA	NA	NA	NA
"OTU414"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	NA
"OTU415"	NA	NA	NA	NA	NA	NA	NA
"OTU416"	NA	NA	NA	NA	NA	NA	NA
"OTU417"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"OTU418"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA
"OTU419"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA
"OTU420"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA
"OTU421"	"Fungi"	"Basidiomycota"	"Ustilaginomycetes"	"Ustilaginales"	"Ustilaginaceae"	"Anthracocystis"	"Anthracocystis_flocculosa"
"OTU422"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"OTU423"	NA	NA	NA	NA	NA	NA	NA
"OTU424"	NA	NA	NA	NA	NA	NA	NA
"OTU425"	"Fungi"	"Ascomycota"	"Orbiliomycetes"	"Orbiliales"	"Orbiliales_fam_Incertae_sedis"	"Microdochiella"	"Microdochiella_fusarioides"
"OTU426"	NA	NA	NA	NA	NA	NA	NA
"OTU427"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	"Glomus_indicum"
"OTU428"	NA	NA	NA	NA	NA	NA	NA
"OTU429"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_fasciculatus"
"OTU430"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU431"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	NA
"OTU432"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	"Claroideoglomus_claroideum"
"OTU433"	NA	NA	NA	NA	NA	NA	NA
"OTU434"	NA	NA	NA	NA	NA	NA	NA
"OTU435"	NA	NA	NA	NA	NA	NA	NA
"OTU436"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU437"	NA	NA	NA	NA	NA	NA	NA
"OTU438"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	"Claroideoglomus_claroideum"
"OTU439"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA
"OTU440"	NA	NA	NA	NA	NA	NA	NA
"OTU441"	NA	NA	NA	NA	NA	NA	NA
"OTU442"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"OTU443"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU444"	NA	NA	NA	NA	NA	NA	NA
"OTU445"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	NA	NA
"OTU446"	NA	NA	NA	NA	NA	NA	NA
"OTU447"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	NA	NA	NA
"OTU448"	NA	NA	NA	NA	NA	NA	NA
"OTU449"	NA	NA	NA	NA	NA	NA	NA
"OTU450"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_geosporum"
"OTU451"	NA	NA	NA	NA	NA	NA	NA
"OTU452"	NA	NA	NA	NA	NA	NA	NA
"OTU453"	NA	NA	NA	NA	NA	NA	NA
"OTU454"	NA	NA	NA	NA	NA	NA	NA
"OTU455"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_globosa"
"OTU456"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_rishikesha"
"OTU457"	NA	NA	NA	NA	NA	NA	NA
"OTU458"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU459"	NA	NA	NA	NA	NA	NA	NA
"OTU460"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU461"	NA	NA	NA	NA	NA	NA	NA
"OTU462"	NA	NA	NA	NA	NA	NA	NA
"OTU463"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizoglomus"	NA
"OTU464"	NA	NA	NA	NA	NA	NA	NA
"OTU465"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Capnodiales"	"Mycosphaerellaceae"	"Mycosphaerella"	"Mycosphaerella_tassiana"
"OTU466"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	NA	NA
"OTU467"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_geosporum"
"OTU468"	NA	NA	NA	NA	NA	NA	NA
"OTU469"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"OTU470"	NA	NA	NA	NA	NA	NA	NA
"OTU471"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	NA
"OTU472"	NA	NA	NA	NA	NA	NA	NA
"OTU473"	NA	NA	NA	NA	NA	NA	NA
"OTU474"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA
"OTU475"	NA	NA	NA	NA	NA	NA	NA
"OTU476"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	NA	NA
"OTU477"	NA	NA	NA	NA	NA	NA	NA
"OTU478"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	NA
"OTU479"	"Fungi"	"Chytridiomycota"	NA	NA	NA	NA	NA
"OTU480"	NA	NA	NA	NA	NA	NA	NA
"OTU481"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymellaceae"	"Neoascochyta"	"Neoascochyta_rosicola"
"OTU482"	NA	NA	NA	NA	NA	NA	NA
"OTU483"	NA	NA	NA	NA	NA	NA	NA
"OTU484"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU485"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU486"	NA	NA	NA	NA	NA	NA	NA
"OTU487"	NA	NA	NA	NA	NA	NA	NA
"OTU488"	NA	NA	NA	NA	NA	NA	NA
"OTU489"	"Fungi"	"Glomeromycota"	"Paraglomeromycetes"	"Paraglomerales"	"Paraglomeraceae"	"Paraglomus"	"Paraglomus_laccatum"
"OTU490"	NA	NA	NA	NA	NA	NA	NA
"OTU491"	NA	NA	NA	NA	NA	NA	NA
"OTU492"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU493"	NA	NA	NA	NA	NA	NA	NA
"OTU494"	NA	NA	NA	NA	NA	NA	NA
"OTU495"	"Fungi"	"Aphelidiomycota"	"Aphelidiomycetes"	"GS16"	NA	NA	NA
"OTU496"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"OTU497"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Vishniacozyma"	NA
"OTU498"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Torulaceae"	"Dendryphion"	"Dendryphion_europaeum"
"OTU499"	NA	NA	NA	NA	NA	NA	NA
"OTU500"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_globosa"
"OTU501"	"Fungi"	"Glomeromycota"	"Paraglomeromycetes"	"Paraglomerales"	NA	NA	NA
"OTU502"	NA	NA	NA	NA	NA	NA	NA
"OTU503"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU504"	NA	NA	NA	NA	NA	NA	NA
"OTU505"	NA	NA	NA	NA	NA	NA	NA
"OTU506"	NA	NA	NA	NA	NA	NA	NA
"OTU507"	"Fungi"	"Glomeromycota"	NA	NA	NA	NA	NA
"OTU508"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	"Lasiobolidium"	"Lasiobolidium_orbiculoides"
"OTU509"	NA	NA	NA	NA	NA	NA	NA
"OTU510"	NA	NA	NA	NA	NA	NA	NA
"OTU511"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Vishniacozyma"	"Vishniacozyma_heimaeyensis"
"OTU512"	NA	NA	NA	NA	NA	NA	NA
"OTU513"	NA	NA	NA	NA	NA	NA	NA
"OTU514"	NA	NA	NA	NA	NA	NA	NA
"OTU515"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Dominikia"	"Dominikia_iranica"
"OTU516"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Dominikia"	NA
"OTU517"	NA	NA	NA	NA	NA	NA	NA
"OTU518"	NA	NA	NA	NA	NA	NA	NA
"OTU519"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Xylariales"	"Apiosporaceae"	"Arthrinium"	"Arthrinium_malaysianum"
"OTU520"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU521"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"Alternaria_eichhorniae"
"OTU522"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	NA	NA	NA
"OTU523"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_minutissima"
"OTU524"	NA	NA	NA	NA	NA	NA	NA
"OTU525"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"OTU526"	NA	NA	NA	NA	NA	NA	NA
"OTU527"	NA	NA	NA	NA	NA	NA	NA
"OTU528"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	NA	NA	NA	NA
"OTU529"	NA	NA	NA	NA	NA	NA	NA
"OTU530"	NA	NA	NA	NA	NA	NA	NA
"OTU531"	NA	NA	NA	NA	NA	NA	NA
"OTU532"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Cucurbitariaceae"	"Pyrenochaeta"	NA
"OTU533"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA
"OTU534"	NA	NA	NA	NA	NA	NA	NA
"OTU535"	NA	NA	NA	NA	NA	NA	NA
"OTU536"	NA	NA	NA	NA	NA	NA	NA
"OTU537"	NA	NA	NA	NA	NA	NA	NA
"OTU538"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	"Glomus_indicum"
"OTU539"	NA	NA	NA	NA	NA	NA	NA
"OTU540"	NA	NA	NA	NA	NA	NA	NA
"OTU541"	NA	NA	NA	NA	NA	NA	NA
"OTU542"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU543"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA
"OTU544"	NA	NA	NA	NA	NA	NA	NA
"OTU545"	NA	NA	NA	NA	NA	NA	NA
"OTU546"	NA	NA	NA	NA	NA	NA	NA
"OTU547"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Marasmiaceae"	"Marasmius"	"Marasmius_apatelius"
"OTU548"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"OTU549"	NA	NA	NA	NA	NA	NA	NA
"OTU550"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"OTU551"	NA	NA	NA	NA	NA	NA	NA
"OTU552"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	"Glomus_indicum"
"OTU553"	NA	NA	NA	NA	NA	NA	NA
"OTU554"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	NA
"OTU555"	NA	NA	NA	NA	NA	NA	NA
"OTU556"	NA	NA	NA	NA	NA	NA	NA
"OTU557"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"OTU558"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	"Glomus_indicum"
"OTU559"	NA	NA	NA	NA	NA	NA	NA
"OTU560"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Holtermanniales"	"Holtermanniales_fam_Incertae_sedis"	"Holtermanniella"	"Holtermanniella_takashimae"
"OTU561"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Cystofilobasidiales"	"Cystofilobasidiales_fam_Incertae_sedis"	"Mrakiella"	"Mrakiella_aquatica"
"OTU562"	NA	NA	NA	NA	NA	NA	NA
"OTU563"	"Fungi"	NA	NA	NA	NA	NA	NA
"OTU564"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Vishniacozyma"	"Vishniacozyma_carnescens"
"OTU565"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Diversisporales"	"Diversisporaceae"	NA	NA
"OTU566"	NA	NA	NA	NA	NA	NA	NA
"OTU567"	NA	NA	NA	NA	NA	NA	NA
"OTU568"	NA	NA	NA	NA	NA	NA	NA
"OTU569"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_caledonium"
"OTU570"	NA	NA	NA	NA	NA	NA	NA
"OTU571"	NA	NA	NA	NA	NA	NA	NA
"OTU572"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Parastagonospora"	NA
"OTU573"	NA	NA	NA	NA	NA	NA	NA
"OTU574"	NA	NA	NA	NA	NA	NA	NA
"OTU575"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"OTU576"	NA	NA	NA	NA	NA	NA	NA
"OTU577"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinopsis"	NA
"OTU578"	NA	NA	NA	NA	NA	NA	NA
