"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"OTU280"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	"Claroideoglomus_claroideum"
"OTU281"	NA	NA	NA	NA	NA	NA	NA
"OTU282"	NA	NA	NA	NA	NA	NA	NA
"OTU283"	NA	NA	NA	NA	NA	NA	NA
"OTU284"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Magnaporthales"	"Magnaporthaceae"	"Gaeumannomyces"	"Gaeumannomyces_radicicola"
"OTU285"	NA	NA	NA	NA	NA	NA	NA
"OTU286"	"Fungi"	"Glomeromycota"	NA	NA	NA	NA	NA
"OTU287"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"OTU288"	NA	NA	NA	NA	NA	NA	NA
"OTU289"	NA	NA	NA	NA	NA	NA	NA
"OTU290"	"Fungi"	"Ascomycota"	"Orbiliomycetes"	NA	NA	NA	NA
"OTU291"	NA	NA	NA	NA	NA	NA	NA
"OTU292"	NA	NA	NA	NA	NA	NA	NA
"OTU293"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_restricta"
"OTU294"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"OTU295"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Paraphoma"	"Paraphoma_rhaphiolepidis"
"OTU296"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Dominikia"	NA
"OTU297"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"OTU298"	NA	NA	NA	NA	NA	NA	NA
"OTU299"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA
"OTU300"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Neosetophoma"	"Neosetophoma_rosarum"
"OTU301"	NA	NA	NA	NA	NA	NA	NA
"OTU302"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU303"	"Fungi"	"Glomeromycota"	"Paraglomeromycetes"	"Paraglomerales"	"Paraglomeraceae"	"Paraglomus"	"Paraglomus_laccatum"
"OTU304"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA
"OTU305"	NA	NA	NA	NA	NA	NA	NA
"OTU306"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_globosa"
"OTU307"	NA	NA	NA	NA	NA	NA	NA
"OTU308"	"Fungi"	"Ascomycota"	"Sordariomycetes"	NA	NA	NA	NA
"OTU309"	NA	NA	NA	NA	NA	NA	NA
"OTU310"	NA	NA	NA	NA	NA	NA	NA
"OTU311"	NA	NA	NA	NA	NA	NA	NA
"OTU312"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Phaeosphaeria"	NA
"OTU313"	NA	NA	NA	NA	NA	NA	NA
"OTU314"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymellaceae"	"Neoascochyta"	"Neoascochyta_desmazieri"
"OTU315"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Lentitheciaceae"	"Darksidea"	"Darksidea_epsilon"
"OTU316"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Diversisporales"	"Diversisporaceae"	"Diversispora"	NA
"OTU317"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	NA	NA	NA	NA
"OTU318"	NA	NA	NA	NA	NA	NA	NA
"OTU319"	NA	NA	NA	NA	NA	NA	NA
"OTU320"	NA	NA	NA	NA	NA	NA	NA
"OTU321"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA
"OTU322"	NA	NA	NA	NA	NA	NA	NA
"OTU323"	NA	NA	NA	NA	NA	NA	NA
"OTU324"	"Fungi"	"Olpidiomycota"	"Olpidiomycetes"	"Olpidiales"	"Olpidiaceae"	"Olpidium"	"Olpidium_brassicae"
"OTU325"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU326"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	NA
"OTU327"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	NA
"OTU328"	NA	NA	NA	NA	NA	NA	NA
"OTU329"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA
"OTU330"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	"Glomus_indicum"
"OTU331"	NA	NA	NA	NA	NA	NA	NA
"OTU332"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Diversisporales"	"Acaulosporaceae"	"Acaulospora"	"Acaulospora_paulinae"
"OTU333"	NA	NA	NA	NA	NA	NA	NA
"OTU334"	NA	NA	NA	NA	NA	NA	NA
"OTU335"	NA	NA	NA	NA	NA	NA	NA
"OTU336"	NA	NA	NA	NA	NA	NA	NA
"OTU337"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_sympodialis"
"OTU338"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinopsis"	NA
"OTU339"	NA	NA	NA	NA	NA	NA	NA
"OTU340"	NA	NA	NA	NA	NA	NA	NA
"OTU341"	"Fungi"	NA	NA	NA	NA	NA	NA
"OTU342"	NA	NA	NA	NA	NA	NA	NA
"OTU343"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"OTU344"	"Fungi"	"Basidiomycota"	"Ustilaginomycetes"	"Ustilaginales"	"Ustilaginaceae"	"Anthracocystis"	"Anthracocystis_flocculosa"
"OTU345"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"OTU346"	NA	NA	NA	NA	NA	NA	NA
"OTU347"	NA	NA	NA	NA	NA	NA	NA
"OTU348"	"Fungi"	"Ascomycota"	"Orbiliomycetes"	"Orbiliales"	"Orbiliales_fam_Incertae_sedis"	"Microdochiella"	"Microdochiella_fusarioides"
"OTU349"	NA	NA	NA	NA	NA	NA	NA
"OTU350"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	"Glomus_indicum"
"OTU351"	NA	NA	NA	NA	NA	NA	NA
"OTU352"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_fasciculatus"
"OTU353"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU354"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	"Claroideoglomus_claroideum"
"OTU355"	NA	NA	NA	NA	NA	NA	NA
"OTU356"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU357"	NA	NA	NA	NA	NA	NA	NA
"OTU358"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	"Claroideoglomus_claroideum"
"OTU359"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA
"OTU360"	NA	NA	NA	NA	NA	NA	NA
"OTU361"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"OTU362"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	NA	NA
"OTU363"	NA	NA	NA	NA	NA	NA	NA
"OTU364"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	NA	NA	NA
"OTU365"	NA	NA	NA	NA	NA	NA	NA
"OTU366"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_geosporum"
"OTU367"	NA	NA	NA	NA	NA	NA	NA
"OTU368"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	"Glomus_indicum"
"OTU369"	NA	NA	NA	NA	NA	NA	NA
"OTU370"	NA	NA	NA	NA	NA	NA	NA
"OTU371"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_globosa"
"OTU372"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_rishikesha"
"OTU373"	NA	NA	NA	NA	NA	NA	NA
"OTU374"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU375"	NA	NA	NA	NA	NA	NA	NA
"OTU376"	NA	NA	NA	NA	NA	NA	NA
"OTU377"	NA	NA	NA	NA	NA	NA	NA
"OTU378"	NA	NA	NA	NA	NA	NA	NA
"OTU379"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Capnodiales"	"Mycosphaerellaceae"	"Mycosphaerella"	"Mycosphaerella_tassiana"
"OTU380"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	NA	NA
"OTU381"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"OTU382"	NA	NA	NA	NA	NA	NA	NA
"OTU383"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	NA
"OTU384"	NA	NA	NA	NA	NA	NA	NA
"OTU385"	NA	NA	NA	NA	NA	NA	NA
"OTU386"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA
"OTU387"	NA	NA	NA	NA	NA	NA	NA
"OTU388"	NA	NA	NA	NA	NA	NA	NA
"OTU389"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	NA
"OTU390"	"Fungi"	"Aphelidiomycota"	"Aphelidiomycetes"	"GS16"	NA	NA	NA
"OTU391"	"Fungi"	"Chytridiomycota"	NA	NA	NA	NA	NA
"OTU392"	NA	NA	NA	NA	NA	NA	NA
"OTU393"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymellaceae"	"Neoascochyta"	"Neoascochyta_rosicola"
"OTU394"	NA	NA	NA	NA	NA	NA	NA
"OTU395"	NA	NA	NA	NA	NA	NA	NA
"OTU396"	NA	NA	NA	NA	NA	NA	NA
"OTU397"	NA	NA	NA	NA	NA	NA	NA
"OTU398"	NA	NA	NA	NA	NA	NA	NA
"OTU399"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"OTU400"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Vishniacozyma"	NA
"OTU401"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Torulaceae"	"Dendryphion"	"Dendryphion_europaeum"
"OTU402"	NA	NA	NA	NA	NA	NA	NA
"OTU403"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_globosa"
"OTU404"	"Fungi"	"Glomeromycota"	"Paraglomeromycetes"	"Paraglomerales"	NA	NA	NA
"OTU405"	NA	NA	NA	NA	NA	NA	NA
"OTU406"	NA	NA	NA	NA	NA	NA	NA
"OTU407"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Cucurbitariaceae"	"Pyrenochaeta"	NA
"OTU408"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU409"	NA	NA	NA	NA	NA	NA	NA
"OTU410"	NA	NA	NA	NA	NA	NA	NA
"OTU411"	"Fungi"	"Glomeromycota"	NA	NA	NA	NA	NA
"OTU412"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	"Lasiobolidium"	"Lasiobolidium_orbiculoides"
"OTU413"	NA	NA	NA	NA	NA	NA	NA
"OTU414"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Vishniacozyma"	"Vishniacozyma_heimaeyensis"
"OTU415"	NA	NA	NA	NA	NA	NA	NA
"OTU416"	NA	NA	NA	NA	NA	NA	NA
"OTU417"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Dominikia"	"Dominikia_iranica"
"OTU418"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Dominikia"	NA
"OTU419"	NA	NA	NA	NA	NA	NA	NA
"OTU420"	NA	NA	NA	NA	NA	NA	NA
"OTU421"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Xylariales"	"Apiosporaceae"	"Arthrinium"	"Arthrinium_malaysianum"
"OTU422"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU423"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"Alternaria_eichhorniae"
"OTU424"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	NA	NA	NA
"OTU425"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_minutissima"
"OTU426"	NA	NA	NA	NA	NA	NA	NA
"OTU427"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"OTU428"	NA	NA	NA	NA	NA	NA	NA
"OTU429"	NA	NA	NA	NA	NA	NA	NA
"OTU430"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	NA	NA	NA	NA
"OTU431"	NA	NA	NA	NA	NA	NA	NA
"OTU432"	NA	NA	NA	NA	NA	NA	NA
"OTU433"	NA	NA	NA	NA	NA	NA	NA
"OTU434"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA
"OTU435"	NA	NA	NA	NA	NA	NA	NA
"OTU436"	NA	NA	NA	NA	NA	NA	NA
"OTU437"	NA	NA	NA	NA	NA	NA	NA
"OTU438"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	"Glomus_indicum"
"OTU439"	NA	NA	NA	NA	NA	NA	NA
"OTU440"	NA	NA	NA	NA	NA	NA	NA
"OTU441"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU442"	NA	NA	NA	NA	NA	NA	NA
"OTU443"	NA	NA	NA	NA	NA	NA	NA
"OTU444"	NA	NA	NA	NA	NA	NA	NA
"OTU445"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Marasmiaceae"	"Marasmius"	"Marasmius_apatelius"
"OTU446"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"OTU447"	NA	NA	NA	NA	NA	NA	NA
"OTU448"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"OTU449"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Verrucariales"	"Verrucariaceae"	"Clavascidium"	NA
"OTU450"	NA	NA	NA	NA	NA	NA	NA
"OTU451"	NA	NA	NA	NA	NA	NA	NA
"OTU452"	NA	NA	NA	NA	NA	NA	NA
"OTU453"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Holtermanniales"	"Holtermanniales_fam_Incertae_sedis"	"Holtermanniella"	"Holtermanniella_takashimae"
"OTU454"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Cystofilobasidiales"	"Cystofilobasidiales_fam_Incertae_sedis"	"Mrakiella"	"Mrakiella_aquatica"
"OTU455"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Trichosporonales"	"Trichosporonaceae"	"Apiotrichum"	"Apiotrichum_gracile"
"OTU456"	NA	NA	NA	NA	NA	NA	NA
"OTU457"	"Fungi"	NA	NA	NA	NA	NA	NA
"OTU458"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Vishniacozyma"	"Vishniacozyma_carnescens"
"OTU459"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Entolomataceae"	"Clitopilus"	"Clitopilus_scyphoides"
"OTU460"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Diversisporales"	"Diversisporaceae"	NA	NA
"OTU461"	NA	NA	NA	NA	NA	NA	NA
"OTU462"	NA	NA	NA	NA	NA	NA	NA
"OTU463"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_caledonium"
"OTU464"	NA	NA	NA	NA	NA	NA	NA
"OTU465"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Parastagonospora"	NA
"OTU466"	NA	NA	NA	NA	NA	NA	NA
"OTU467"	NA	NA	NA	NA	NA	NA	NA
"OTU468"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"OTU469"	NA	NA	NA	NA	NA	NA	NA
"OTU470"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinopsis"	NA
"OTU471"	NA	NA	NA	NA	NA	NA	NA
"OTU472"	NA	NA	NA	NA	NA	NA	NA
"OTU473"	"Fungi"	"Basidiomycota"	"Ustilaginomycetes"	"Ustilaginales"	"Ustilaginaceae"	NA	NA
"OTU474"	NA	NA	NA	NA	NA	NA	NA
"OTU475"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Morchellaceae"	"Morchella"	"Morchella_importuna"
"OTU476"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	"Claroideoglomus_claroideum"
"OTU477"	NA	NA	NA	NA	NA	NA	NA
"OTU478"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	NA	NA	NA
"OTU479"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymellaceae"	"Neoascochyta"	"Neoascochyta_europaea"
"OTU480"	NA	NA	NA	NA	NA	NA	NA
"OTU481"	NA	NA	NA	NA	NA	NA	NA
"OTU482"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Sporormiaceae"	"Preussia"	"Preussia_flanaganii"
"OTU483"	"Fungi"	"Aphelidiomycota"	"Aphelidiomycetes"	"GS16"	NA	NA	NA
"OTU484"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"OTU485"	NA	NA	NA	NA	NA	NA	NA
"OTU486"	NA	NA	NA	NA	NA	NA	NA
"OTU487"	NA	NA	NA	NA	NA	NA	NA
"OTU488"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"OTU489"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"OTU490"	NA	NA	NA	NA	NA	NA	NA
"OTU491"	NA	NA	NA	NA	NA	NA	NA
"OTU492"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Onygenales"	"Onygenales_fam_Incertae_sedis"	"Chrysosporium"	"Chrysosporium_pseudomerdarium"
"OTU493"	"Fungi"	"Basidiomycota"	"Cystobasidiomycetes"	"Cystobasidiales"	"Cystobasidiaceae"	"Occultifur"	NA
"OTU494"	NA	NA	NA	NA	NA	NA	NA
"OTU495"	NA	NA	NA	NA	NA	NA	NA
"OTU496"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Curvularia"	"Curvularia_inaequalis"
"OTU497"	NA	NA	NA	NA	NA	NA	NA
"OTU498"	NA	NA	NA	NA	NA	NA	NA
"OTU499"	NA	NA	NA	NA	NA	NA	NA
"OTU500"	NA	NA	NA	NA	NA	NA	NA
"OTU501"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Hyaloscyphaceae"	"Cistella"	NA
"OTU502"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	"Claroideoglomus_luteum"
"OTU503"	NA	NA	NA	NA	NA	NA	NA
"OTU504"	NA	NA	NA	NA	NA	NA	NA
"OTU505"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"OTU506"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Xylariales"	"Xylariaceae"	"Hypoxylon"	NA
"OTU507"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU508"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"OTU509"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Psathyrella"	"Psathyrella_merdicola"
"OTU510"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"OTU511"	NA	NA	NA	NA	NA	NA	NA
"OTU512"	NA	NA	NA	NA	NA	NA	NA
"OTU513"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU514"	NA	NA	NA	NA	NA	NA	NA
"OTU515"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Diversisporales"	"Diversisporaceae"	NA	NA
"OTU516"	"Fungi"	"Chytridiomycota"	"Spizellomycetes"	"Spizellomycetales"	"Spizellomycetaceae"	"Spizellomyces"	"Spizellomyces_punctatus"
"OTU517"	NA	NA	NA	NA	NA	NA	NA
"OTU518"	NA	NA	NA	NA	NA	NA	NA
"OTU519"	NA	NA	NA	NA	NA	NA	NA
"OTU520"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Polyporales"	"Polyporaceae"	"Coriolopsis"	"Coriolopsis_gallica"
"OTU521"	NA	NA	NA	NA	NA	NA	NA
"OTU522"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	"Glomus_indicum"
"OTU523"	"Fungi"	"Ascomycota"	"Laboulbeniomycetes"	"Pyxidiophorales"	"Pyxidiophoraceae"	"Pyxidiophora"	"Pyxidiophora_arvernensis"
"OTU524"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_exigua"
"OTU525"	"Fungi"	NA	NA	NA	NA	NA	NA
"OTU526"	NA	NA	NA	NA	NA	NA	NA
"OTU527"	NA	NA	NA	NA	NA	NA	NA
"OTU528"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	NA	NA
"OTU529"	NA	NA	NA	NA	NA	NA	NA
"OTU530"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Dothideales"	"Aureobasidiaceae"	"Aureobasidium"	"Aureobasidium_pullulans"
"OTU531"	NA	NA	NA	NA	NA	NA	NA
"OTU532"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Bipolaris"	"Bipolaris_sorokiniana"
"OTU533"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Hyaloscyphaceae"	"Cistella"	NA
"OTU534"	NA	NA	NA	NA	NA	NA	NA
"OTU535"	NA	NA	NA	NA	NA	NA	NA
"OTU536"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	"Glomus_indicum"
"OTU537"	NA	NA	NA	NA	NA	NA	NA
"OTU538"	NA	NA	NA	NA	NA	NA	NA
"OTU539"	NA	NA	NA	NA	NA	NA	NA
"OTU540"	NA	NA	NA	NA	NA	NA	NA
"OTU541"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU542"	NA	NA	NA	NA	NA	NA	NA
"OTU543"	NA	NA	NA	NA	NA	NA	NA
"OTU544"	NA	NA	NA	NA	NA	NA	NA
"OTU545"	NA	NA	NA	NA	NA	NA	NA
"OTU546"	NA	NA	NA	NA	NA	NA	NA
"OTU547"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Lindgomycetaceae"	"Clohesyomyces"	NA
"OTU548"	NA	NA	NA	NA	NA	NA	NA
"OTU549"	NA	NA	NA	NA	NA	NA	NA
"OTU550"	NA	NA	NA	NA	NA	NA	NA
"OTU551"	"Fungi"	"Glomeromycota"	"Paraglomeromycetes"	"Paraglomerales"	"Paraglomeraceae"	"Paraglomus"	"Paraglomus_laccatum"
"OTU552"	NA	NA	NA	NA	NA	NA	NA
"OTU553"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	"Byssonectria"	"Byssonectria_fusispora"
"OTU554"	NA	NA	NA	NA	NA	NA	NA
"OTU555"	NA	NA	NA	NA	NA	NA	NA
"OTU556"	NA	NA	NA	NA	NA	NA	NA
"OTU557"	NA	NA	NA	NA	NA	NA	NA
"OTU558"	NA	NA	NA	NA	NA	NA	NA
"OTU559"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Crepidotaceae"	"Crepidotus"	"Crepidotus_variabilis"
"OTU560"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Sebacinales"	NA	NA	NA
"OTU561"	NA	NA	NA	NA	NA	NA	NA
"OTU562"	NA	NA	NA	NA	NA	NA	NA
"OTU563"	NA	NA	NA	NA	NA	NA	NA
"OTU564"	"Fungi"	"Chytridiomycota"	"Rhizophydiomycetes"	"Rhizophydiales"	"Rhizophydiales_fam_Incertae_sedis"	"Operculomyces"	"Operculomyces_laminatus"
"OTU565"	NA	NA	NA	NA	NA	NA	NA
"OTU566"	NA	NA	NA	NA	NA	NA	NA
"OTU567"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Trichomonascaceae"	"Wickerhamiella"	"Wickerhamiella_infanticola"
"OTU568"	NA	NA	NA	NA	NA	NA	NA
"OTU569"	NA	NA	NA	NA	NA	NA	NA
"OTU570"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinopsis"	"Coprinopsis_pachyderma"
